Wojewodztwo,Specjalizacja,Priorytet,Szpital,Adres,Dodatkowe Info,Highlight,Liczba Miejsc w trybie rezydenckim,Liczba Miejsc w trybie pozarezydenckich,Liczba Miejsc
Pomorskie,Pediatria,True,"SZPITAL DZIECIĘCY POLANKI IM. MACIEJA PŁAŻYŃSKIEGO W
GDAŃSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział pediatryczny","ul. Polanki 119
80-308 Gdańsk",Trójmiasto,False,18 (0),13,0
Pomorskie,Pediatria,True,"Powiatowe Centrum Zdrowia Sp. z o.o.
SZPITAL POWIATOWY W KARTUZACH IM. DR ALEKSANDRA
MAJKOWSKIEGO Oddział Pediatryczny","ul. Floriana Ceynowy 7
83-300 Kartuzy",Zadupie,False,18 (0),13,0
Pomorskie,Pediatria,True,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Dziecięcy","ul. Alojzego
Piechowskiego 36
84-400 Kościerzyna",Zadupie,False,18 (0),13,2
Pomorskie,Pediatria,True,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Św. Wincentego a Paulo Oddział Pediatryczny","ul. Wójta Radtkego 1
81-348 Gdynia",Trójmiasto,False,18 (0),13,-1
Pomorskie,Pediatria,True,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Morski im. PCK Oddział Pediatryczny","ul. Powstania
Styczniowego 1
81-519 Gdynia",Trójmiasto,False,18 (0),13,0
Pomorskie,Pediatria,True,"POWIATOWE CENTRUM ZDROWIA SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział pediatryczny","ul. Aleja Armii Krajowej
105/106
82-200 Malbork",Zadupie,False,18 (0),13,1
Pomorskie,Pediatria,True,"Szpital Miejski w Miastku Sp. z o.o.
Oddział Pediatryczny","ul. gen. Wybickiego 30
77-200 Miastko",Zadupie,False,18 (0),13,4
Pomorskie,Pediatria,True,"""Zdrowie"" Sp. z o.o.
NZOZ Oddział Dziecięcy","ul. Józefa Hallera 31
82-500 Kwidzyn",Zadupie,False,18 (0),13,5
Pomorskie,Pediatria,True,"Samodzielny Publiczny Specjalistyczny Zakład Opieki
Zdrowotnej
Oddział Pediatryczny","ul. Juliana
Węgrzynowicza 13
84-300 Lębork",Zadupie,False,18 (0),13,2
Pomorskie,Pediatria,True,"Szpitale Tczewskie Spółka Akcyjna
Oddział Pediatryczny","ul. 30-go Stycznia 57/58
83-110 Tczew",Zadupie,False,18 (0),13,2
Pomorskie,Pediatria,True,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Specjalistyczny im. F. Ceynowy Oddział Pediatrii","ul. dr. Alojzego
Jagalskiego 10
84-200 Wejherowo",Zadupie,False,18 (0),13,0
Pomorskie,Pediatria,True,"WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. JANUSZA
KORCZAKA W SŁUPSKU SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Oddział pediatryczny","ul. Hubalczyków 1
76-200 Słupsk",Zadupie,False,18 (0),13,2
Pomorskie,Pediatria,True,"KOCIEWSKIE CENTRUM ZDROWIA SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital św. Jana Oddział Pediatryczny","ul. dra Józefa
Balewskiego 1
83-200 Starogard
Gdański",Zadupie,False,18 (0),13,0
Pomorskie,Pediatria,True,"Uniwersyteckie Centrum Kliniczne
Klinika Pediatrii, Diabetologii i Endokrynologii","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,18 (0),13,3
Pomorskie,Pediatria,True,"Uniwersyteckie Centrum Kliniczne
Klinika Kardiologii Dziecięcej i Wad Wrodzonych Serca","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,18 (0),13,1
Pomorskie,Pediatria,True,"Uniwersyteckie Centrum Kliniczne
Klinika Chorób Nerek i Nadciśnienia Dzieci i Młodzieży","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,18 (0),13,1
Pomorskie,Pediatria,True,"Uniwersyteckie Centrum Kliniczne
Klinika Pediatrii, Hematologii i Onkologii","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,18 (0),13,5
Pomorskie,Pediatria,True,"SZPITAL DZIECIĘCY POLANKI IM. MACIEJA PŁAŻYŃSKIEGO W
GDAŃSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział alergologii, immunologii i chorób płuc","ul. Polanki 119
80-308 Gdańsk",Trójmiasto,False,18 (0),13,0
Pomorskie,Pediatria metaboliczna,False,"Uniwersyteckie Centrum Kliniczne
Klinika Pediatrii, Hematologii i Onkologii","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,0 (0),0,2
Pomorskie,Perinatologia,False,"Uniwersyteckie Centrum Kliniczne
Klinika Położnictwa","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,False,0 (0),1,-1
Pomorskie,Periodontologia,False,"Uniwersyteckie Centrum Stomatologiczne Gdańskiego
Uniwersytetu Medycznego spółka z ograniczoną
odpowiedzialnością
Poradnia Chorób Przyzębia i Błony Śluzowej Jamy Ustnej","ul. Elizy Orzeszkowej
18 80-208 Gdańsk",Trójmiasto,False,4 (0),0,0
Pomorskie,Położnictwo i ginekologia,False,"""Szpitale Polskie"" Spółka Akcyjna
Szpital Polski Sztum Oddział Położniczo-Ginekologiczny","ul. Reja 12
82-400 Sztum",Zadupie,False,20 (0),7,1
Pomorskie,Położnictwo i ginekologia,False,"Szpitale Tczewskie Spółka Akcyjna
Oddział Ginekologiczno-Położniczy","ul. 30 Stycznia 57
83-110 Tczew",Zadupie,False,20 (0),7,0
Pomorskie,Położnictwo i ginekologia,False,"WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. JANUSZA
KORCZAKA W SŁUPSKU SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Oddział Położniczo-Ginekologiczny, Poradnia Położniczo-Ginekologiczna","ul. Hubalczyków 1
76-200 Słupsk",Zadupie,False,20 (0),7,0
Pomorskie,Położnictwo i ginekologia,False,"KOCIEWSKIE CENTRUM ZDROWIA SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Św. Jana Oddział Ginekologiczno-Położniczy;
poradnia Ginekologiczno-Położnicza","ul. dra Józefa
Balewskiego 1
83-200 Starogard
Gdański",Zadupie,False,20 (0),7,1
Pomorskie,Położnictwo i ginekologia,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Specjalistyczny im. F. Ceynowy Oddział Położnictwa i
Ginekologii","ul. dr. Alojzego
Jagalskiego 10
84-200 Wejherowo",Zadupie,False,20 (0),7,6
Pomorskie,Położnictwo i ginekologia,False,"Szpital Specjalistyczny im. J. K. Łukowicza w Chojnicach
Oddział Ginekologiczno-Położniczy","ul. Leśna 10
89-600 Chojnice",Zadupie,False,20 (0),7,2
Pomorskie,Położnictwo i ginekologia,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Ginekologiczno-Położniczy (ul. Nowe Ogrody 1-6,
Gdańsk), Poradnia Położniczo-Ginekologiczna (ul.
Powstańców Warszawskich 1/2, Gdańsk)","ul. Nowe Ogrody 1-6
80-803 Gdańsk",Trójmiasto,False,20 (0),7,5
Pomorskie,Położnictwo i ginekologia,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Morski im. PCK Oddział Ginekologiczno-Położniczy","ul. Powstania
Styczniowego 1
81-519 Gdynia",Trójmiasto,False,20 (0),7,"(1)
przewidywana
rezygnacja z
miejsc
akredytacyjnych"
Pomorskie,Położnictwo i ginekologia,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Szpital św. Wojciecha, Oddział Położniczo-Ginekologiczny","ul. al. Jana Pawła II 50
80-462 Gdańsk",Trójmiasto,False,20 (0),7,-2
Pomorskie,Położnictwo i ginekologia,False,"Uniwersyteckie Centrum Kliniczne
Klinika Ginekologii, Ginekologii Onkologicznej i
Endokrynologii Ginekologicznej oraz Klinika Położnictwa","ul. Kliniczna 1A
80-402 Gdańsk",Trójmiasto,False,20 (0),7,0
Pomorskie,Położnictwo i ginekologia,False,"Samodzielny Publiczny Specjalistyczny Zakład Opieki
Zdrowotnej
Oddział Ginekologiczno-Położniczy. Poradnia Położniczo-Ginekologiczna","ul. Juliana
Węgrzynowicza 13
84-300 Lębork",Zadupie,False,20 (0),7,0
Pomorskie,Położnictwo i ginekologia,False,"Powiatowe Centrum Zdrowia Sp. z o.o.
SZPITAL POWIATOWY W KARTUZACH IM. DR ALEKSANDRA
MAJKOWSKIEGO, Oddział Ginekologiczno-Położniczy,
Poradnia ginekologiczno-położnicza","ul. Floriana Ceynowy 7
83-300 Kartuzy",Zadupie,False,20 (0),7,-1
Pomorskie,Położnictwo i ginekologia,False,"Szpital Specjalistyczny w Kościerzynie Sp. z o.o.
Oddział Położniczy, Oddział Ginekologiczny","ul. Alojzego
Piechowskiego 36
83-400 Kościerzyna",Zadupie,False,20 (0),7,0
Pomorskie,Położnictwo i ginekologia,False,"Szpital Miejski w Miastku Sp. z o.o.
Oddział Położniczo-Ginekologiczny","ul. gen. Wybickiego 30
77-200 Miastko",Zadupie,False,20 (0),7,0
Pomorskie,Położnictwo i ginekologia,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Morski im. PCK Oddział Ginekologii Onkologicznej","ul. Powstania
Styczniowego 1
81-519 Gdynia",Trójmiasto,False,20 (0),7,-1
Pomorskie,Protetyka stomatologiczna,False,"Niepubliczny Zakład Opieki Zdrowotnej MILADENT
Przychodnia Stomatologiczno-Implantologiczna
Poradnia Protetyczna","ul. Matemblewska
1A/18,19
80-281 Gdańsk",Trójmiasto,False,5 (0),0,1
Pomorskie,Protetyka stomatologiczna,False,"Uniwersyteckie Centrum Stomatologiczne Gdańskiego
Uniwersytetu Medycznego spółka z ograniczoną
odpowiedzialnością
Poradnia Protetyki i Implantologii Stomatologicznej","ul. Elizy Orzeszkowej 18
80-208 Gdańsk",Trójmiasto,False,5 (0),0,0
Pomorskie,Protetyka stomatologiczna,False,"Niepubliczny Zakład Opieki Zdrowotnej Centrum
Stomatologii Jadwiga Szarstuk
Niepubliczny Zakład Opieki Zdrowotnej Centrum
Stomatologii Jadwiga Szarstuk","ul. Broniewskiego 35
83-110 Tczew",Zadupie,False,5 (0),0,-1
Pomorskie,Protetyka stomatologiczna,False,"Gdańskie Centrum Stomatologiczne Sp. z o.o.
Filia w Gdyni","ul. Obrońców Wybrzeża
11 81-397 Gdynia",Trójmiasto,False,5 (0),0,0
Pomorskie,Protetyka stomatologiczna,False,"Miłosława Pancerz-Łoś
HappySmile Gabinet Stomatologii i Medycyny Estetycznej,
Poradnia Stomatologiczna","ul. Rzeczypospolitej
4D/172 80-369 Gdańsk",Trójmiasto,False,5 (0),0,0
Pomorskie,Protetyka stomatologiczna,False,"FRANKOWSKI DENTAL SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Frankowski Dental","ul. Subisława 19
80-354 Gdańsk",Trójmiasto,False,5 (0),0,0
Pomorskie,Psychiatria,True,"Wojewódzki Szpital Psychiatryczny im. prof. Tadeusza
Bilikiewicza w Gdańsku
Klinika Psychiatrii Rozwojowej, Zaburzeń Psychotycznych i
Wieku Podeszłego","ul. Srebrniki 17
80-282 Gdańsk",Trójmiasto,False,13 (0),7,3
Pomorskie,Psychiatria,True,"Niepubliczny Zakład Opieki Zdrowotnej ""Centrum
Psychiatrii"" Sp. z o.o.
Szpital Psychiatryczny, Oddział Ogólnopsychiatryczny,
Oddział Detoksykacji Alkoholowej, Oddział Leczenia
Uzależnienia, Poradnia Zdrowia Psychicznego","ul. Wybickiego 12/1
82-200 Malbork",Zadupie,False,13 (0),7,1
Pomorskie,Psychiatria,True,"Uniwersyteckie Centrum Kliniczne
Klinika Psychiatrii Dorosłych","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,False,13 (0),7,4
Pomorskie,Psychiatria,True,"Centrum Zdrowia Psychicznego w Słupsku
Oddział Psychiatryczny","ul. Obrońców Wybrzeża
4 76-200 Słupsk",Zadupie,False,13 (0),7,9
Pomorskie,Psychiatria,True,Szpital dla Nerwowo i Psychicznie Chorych im. St. Kryzana,"ul. Skarszewska 7
83-200 Starogard
Gdański",Zadupie,False,13 (0),7,8
Pomorskie,Psychiatria,True,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Psychiatryczny","ul. Alojzego
Piechowskiego 36
83-400 Kościerzyna",Zadupie,False,13 (0),7,0
Pomorskie,Psychiatria,True,"Samodzielny Publiczny Specjalistyczny Zakład Opieki
Zdrowotnej
Oddział Psychiatryczny","ul. Juliana
Węgrzynowicza 13
84-300 Lębork",Zadupie,False,13 (0),7,0
Pomorskie,Psychiatria dzieci i młodzieży,True,"Wojewódzki Szpital Psychiatryczny im. prof. Tadeusza
Bilikiewicza w Gdańsku
Klinika Psychiatrii Rozwojowej, Zaburzeń Psychotycznych i
Wieku Podeszłego, Oddział Psychiatryczny dla Dzieci i
Młodzieży","ul. Srebrniki 11
80-282 Gdańsk",Trójmiasto,False,5 (0),2,0
Pomorskie,Psychiatria dzieci i młodzieży,True,"SZPITAL DLA NERWOWO I PSYCHICZNIE CHORYCH IM. ST.
KRYZANA
Oddział psychiatryczny dla młodzieży","ul. SKARSZEWSKA 7/-83-200 STAROGARD
GDAŃSKI",Zadupie,False,5 (0),2,2
Pomorskie,Radiologia i diagnostyka obrazowa,False,"Szpital Specjalistyczny im. J. K. Łukowicza w Chojnicach
Zakład Diagnostyki Obrazowej","ul. Leśna 10
89-600 Chojnice",Zadupie,False,17 (1),1,2
Pomorskie,Radiologia i diagnostyka obrazowa,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Morski im. PCK Zakład Diagnostyki Obrazowej","ul. Powstania
Styczniowego 1
81-519 Gdynia",Trójmiasto,False,17 (1),1,1
Pomorskie,Radiologia i diagnostyka obrazowa,False,"Uniwersyteckie Centrum Kliniczne
Zakład Radiologii","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,17 (1),1,1
Pomorskie,Radiologia i diagnostyka obrazowa,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Szpital św. Wojciecha, Pracownia Tomografii
Komputerowej; Pracownia Rezonansu Magnetycznego;
Pracownia Rentgenodiagnostyki Ogólnej; Pracownia
Mammografii; Gabinet Ultrasonografii","ul. Aleja Jana Pawła II 50
80-462 Gdańsk",Trójmiasto,False,17 (1),1,2
Pomorskie,Radiologia i diagnostyka obrazowa,False,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Zakład Diagnostyki Obrazowej","ul. Alojzego
Piechowskiego 36
83-400 Kościerzyna",Zadupie,False,17 (1),1,2
Pomorskie,Radiologia i diagnostyka obrazowa,False,"Samodzielny Publiczny Specjalistyczny Zakład Opieki
Zdrowotnej
Pracownie Diagnostyki Obrazowej: Pracownia
Rentgenodiagnostyki Ogólnej, Pracownia Tomografii
Komputerowej, Pracownia Ultrasonografii, Pracownia
Mammografii","ul. Juliana
Węgrzynowicza 13
84-300 Lębork",Zadupie,False,17 (1),1,1
Pomorskie,Radiologia i diagnostyka obrazowa,False,"Uniwersyteckie Centrum Medycyny Morskiej i Tropikalnej
Zakład Diagnostyki Obrazowej","ul. Powstania
Styczniowego 9B
81-519 Gdynia",Trójmiasto,False,17 (1),1,2
Pomorskie,Radiologia i diagnostyka obrazowa,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital św. Wincentego a Paulo, Pracownia USG, Pracownia
Tomografii Komputerowej, Pracownia Radiologii
Zabiegowej, Pracownia Rentgenodiagnostyki Ogólnej","ul. Wójta Radtkego 1
81-348 Gdynia",Trójmiasto,False,17 (1),1,3
Pomorskie,Radiologia i diagnostyka obrazowa,False,"POWIATOWE CENTRUM ZDROWIA SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Pracownia rentgenodiagnostyki ogólnej","ul. Aleja Armii Krajowej
105/106
82-200 Malbork",Zadupie,False,17 (1),1,2
Pomorskie,Radiologia i diagnostyka obrazowa,False,"WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. JANUSZA
KORCZAKA W SŁUPSKU SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Pracownia diagnostyki obrazowej","ul. Hubalczyków 1
76-200 Słupsk",Zadupie,False,17 (1),1,3
Pomorskie,Radiologia i diagnostyka obrazowa,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Specjalistyczny im. F. Ceynowy, Pracownia
Tomografii Komputerowej, Gabinety Radiologii Klasycznej
(RTG), Gabinety USG, Pracownia Mammografii","ul. dr. Alojzego
Jagalskiego 10
84-200 Wejherowo",Zadupie,False,17 (1),1,1
Pomorskie,Radiologia i diagnostyka obrazowa,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Wojewódzkie Centrum Onkologii, Pracownia
mammograficzna, Pracownia USG (80-210 Gdańsk, ul. Marii
Skłodowskiej - Curie 2) oraz Pracownia mammografii,
Pracownia rentgenodiagnostyki ogólnej, Pracownia
rezonansu magnetycznego, Pracownia tomografii
komputerowej, Pracownia USG ( 80-219 Gdańsk, al.
Zwycięstwa 31/32)","ul. Nowe Ogrody 1-6
80-803 Gdańsk",Trójmiasto,False,17 (1),1,1
Pomorskie,Radiologia i diagnostyka obrazowa,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Pracownia Rentgenodiagnostyki Ogólnej, Pracownia
Rezonansu Magnetycznego, Pracownia Tomografii
Komputerowej, Gabinet Ultrasonografii (80-803 Gdańsk, ul.
Nowe Ogrody 1-6) oraz Pracownia Rentgenodiagnostyki
Ogólnej, Pracownia Tomografii Komputerowej, Gabinet
Ultrasonografii (80-152 Gdańsk, ul. Powstańców
Warszawskich 1/2)","ul. Nowe Ogrody 1-6
80-803 Gdańsk",Trójmiasto,False,17 (1),1,6
Pomorskie,Radioterapia onkologiczna,True,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Morski im. PCK Oddział Onkologii i Radioterapii","ul. Powstania
Styczniowego 1
81-519 Gdynia",Trójmiasto,False,5 (0),5,0
Pomorskie,Radioterapia onkologiczna,True,"Uniwersyteckie Centrum Kliniczne
Klinika Onkologii i Radioterapii","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,False,5 (0),5,11
Pomorskie,Rehabilitacja medyczna,False,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Rehabilitacji Dziecięcej","ul. Szpitalna 36
83-332 Dzierżążno",Zadupie,False,6 (0),16,6
Pomorskie,Rehabilitacja medyczna,False,"Wojewódzki Zespół Reumatologiczny im dr Jadwigi Titz-Kosko
Oddział Rehabilitacyjny dla Dzieci, Zakład Rehabilitacji
Leczniczej","ul. Grunwaldzka 1/3
81-759 Sopot",Trójmiasto,False,6 (0),16,0
Pomorskie,Rehabilitacja medyczna,False,"Uniwersyteckie Centrum Kliniczne
Klinika Rehabilitacji","ul. Aleja Zwycięstwa 30
80-219 Gdańsk",Trójmiasto,False,6 (0),16,1
Pomorskie,Rehabilitacja medyczna,False,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Rehabilitacji","ul. Szpitalna 36
83-332 Dzierżążno",Zadupie,False,6 (0),16,7
Pomorskie,Rehabilitacja medyczna,False,"Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka w
Słupsku Sp. z o.o.
Oddział Rehabilitacyjny, Oddział Rehabilitacji
Neurologicznej","ul. Hubalczyków 1
76-200 Słupsk",Zadupie,False,6 (0),16,5
Pomorskie,Rehabilitacja medyczna,False,"Szpitale Tczewskie Spółka Akcyjna
Oddział Rehabilitacyjny","ul. 1 Maja 2
83-110 Tczew",Zadupie,False,6 (0),16,3
Pomorskie,Rehabilitacja medyczna,False,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Rehabilitacji Dziecięcej","ul. Alojzego
Piechowskiego 36
83-400 Kościerzyna",Zadupie,False,6 (0),16,1
Pomorskie,Rehabilitacja medyczna,False,"Medpharma Zakład Opieki Zdrowotnej Spółka Akcyjna
Stacjonarny Oddział Rehabilitacji Neurologicznej","ul. Leśna 1a
83-200 Nowa Wieś
Rzeczna",Zadupie,False,6 (0),16,3
Pomorskie,Rehabilitacja medyczna,False,"BONAMED SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Oddział rehabilitacji neurologicznej, oddział rehabilitacji
kardiologicznej, oddział rehabilitacyjny","ul. Szkolna 12
89-606 Jarcewo,
Charzykowy",Zadupie,False,6 (0),16,1
Pomorskie,Rehabilitacja medyczna,False,"TOMASZ WINIECKI REHABILITACJA KROJANTY NZOZ
Zakład rehabilitacji leczniczej (stacjonarny)","ul. 18 Pułku Ułanów
Pomorskich 7
89-620 Krojanty",Zadupie,False,6 (0),16,1
Pomorskie,Reumatologia,False,"Pomorskie Centrum Reumatologiczne im. dr Jadwigi Titz-Kosko w Sopocie Spółka z ograniczoną odpowiedzialnością
Oddział I Reumatologiczny dla Dorosłych, Oddział II
Reumatologiczny dla Dorosłych, Oddział III Reumatologiczny
dla Dorosłych.","ul. Grunwaldzka 1/3
81-759 Sopot",Trójmiasto,True,2 (1),3,3
Pomorskie,Reumatologia,False,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Reumatologiczny","ul. Alojzego
Piechowskiego 36
83-400 Kościerzyna",Zadupie,True,2 (1),3,-1
Pomorskie,Reumatologia,False,"Szpital Miejski w Miastku Sp. z o.o.
Oddział Reumatologiczny","ul. gen. Wybickiego 30
77-200 Miastko",Zadupie,True,2 (1),3,1
Pomorskie,Reumatologia,False,"Uniwersyteckie Centrum Kliniczne
Klinika Chorób Wewnętrznych, Chorób Tkanki Łącznej i
Geriatrii","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,True,2 (1),3,1
Pomorskie,Stomatologia dziecięca,False,"Uniwersyteckie Centrum Stomatologiczne Gdańskiego
Uniwersytetu Medycznego spółka z ograniczoną
odpowiedzialnością
Poradnia Stomatologii Dziecięcej i Rodzinnej","ul. Elizy Orzeszkowej 18
80-208 Gdańsk",Trójmiasto,False,4 (0),0,2
Pomorskie,Stomatologia dziecięca,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Wojewódzka Przychodnia Stomatologiczna - świadczenia
ambulatoryjne, Poradnia Stomatologii Dziecięcej","ul. al. Zwycięstwa 39
80-219 Gdańsk",Trójmiasto,False,4 (0),0,0
Pomorskie,Stomatologia zachowawcza z endodoncją,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Wojewódzka Przychodnia Stomatologiczna - świadczenia
ambulatoryjne, Poradnia Stomatologiczna","ul. al. Zwycięstwa 39
80-219 Gdańsk",Trójmiasto,False,3 (0),0,0
Pomorskie,Stomatologia zachowawcza z endodoncją,False,"Uniwersyteckie Centrum Stomatologiczne Gdańskiego
Uniwersytetu Medycznego spółka z ograniczoną
odpowiedzialnością
Poradnia Stomatologii Zachowawczej","ul. Elizy Orzeszkowej 18
80-208 Gdańsk",Trójmiasto,False,3 (0),0,3
Pomorskie,Stomatologia zachowawcza z endodoncją,False,Toksykologia kliniczna,Column2,Zadupie,False,3 (0),0,Column3
Pomorskie,Stomatologia zachowawcza z endodoncją,False,"POMORSKIE CENTRUM TOKSYKOLOGII SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Pomorskie Centrum Toksykologii","ul. Kartuska 4/6
80-104 Gdańsk",Trójmiasto,False,3 (0),0,0
Pomorskie,Transfuzjologia kliniczna,False,"REGIONALNE CENTRUM KRWIODAWSTWA I
KRWIOLECZNICTWA W GDAŃSKU","ul. Józefa Hoene-Wrońskiego 4
80-210 Gdańsk",Trójmiasto,False,4 (0),4,4
Pomorskie,Transplantologia kliniczna,False,"Uniwersyteckie Centrum Kliniczne
Klinika Chirurgii Onkologicznej, Transplantacyjnej i Ogólnej","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,False,0 (0),10,1
Pomorskie,Transplantologia kliniczna,False,"Uniwersyteckie Centrum Kliniczne
Klinika Nefrologii, Transplantologii i Chorób Wewnętrznych","ul. Dębinki 7
80-952 Gdańsk",Trójmiasto,False,0 (0),10,3
Pomorskie,Transplantologia kliniczna,False,"Uniwersyteckie Centrum Kliniczne
Klinika Hematologii i Transplantologii","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,False,0 (0),10,0
Pomorskie,Urologia,False,"Szpital Specjalistyczny im. J.K. Łukowicza w Chojnicach
Oddział urologii i onkologii urologicznej","ul. Leśna 10
89-600 Chojnice",Zadupie,False,2 (0),0,1
Pomorskie,Urologia,False,"SZPITALE POMORSKIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ
Szpital Morski im. PCK Oddział Urologii, Urologii
Onkologicznej i Andrologii","ul. Powstania
Styczniowego 1
81-519 Gdynia",Trójmiasto,False,2 (0),0,-2
Pomorskie,Urologia,False,"SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Oddział Urologii i Urologii Onkologicznej","ul. Alojzego
Piechowskiego 36
83-400 Kościerzyna",Zadupie,False,2 (0),0,1
Pomorskie,Urologia,False,"COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ
Szpital św. Wojciecha, Oddział Urologiczny","ul. al. Jana Pawła II 50
80-462 Gdańsk",Trójmiasto,False,2 (0),0,2
Pomorskie,Urologia,False,"Uniwersyteckie Centrum Kliniczne
Klinika Urologii","ul. Mariana
Smoluchowskiego 17
80-214 Gdańsk",Trójmiasto,False,2 (0),0,2
